id,svenskt,latin,Organismgrupp,Kategori,Observationer,Landskapstyp,status_abbrev,Rodlistekriterium
231986,tuggfibbla,Hieracium ruminosum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231988,rivfibbla,Hieracium sarissatum,kärlväxt,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B2ab(ii,iii,iv,v); C2a(i)"
231408,porfyrfibbla,Hieracium saurotoides,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,C2a(i)
231409,ödlefibbla,Hieracium saurotum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); D1"
266126,flikig klippfibbla,Hieracium saxifragum,kärlväxt,Art,60,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",NT,"B2ab(ii,iii,iv,v)"
231992,,Hieracium scotocephalum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231413,mörkfibbla,Hieracium scotocranum,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
231994,,Hieracium scotostylum,kärlväxt,Art,1,Urban miljö (U) - Stor betydelse,RE,
231414,skytfibbla,Hieracium scytophyllum,kärlväxt,Art,28,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v)"
231995,bräckefibbla,Hieracium semicanipes,kärlväxt,Art,0,Jordbrukslandskap (J) - Stor betydelse,CR,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231416,,Hieracium semiornatum,kärlväxt,Art,1,Urban miljö (U) - Stor betydelse,EN,D
231996,,Hieracium semipendulum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231997,,Hieracium semistellatifrons,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231417,värmländsk violfibbla,Hieracium separ,kärlväxt,Art,5,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231998,,Hieracium seriflorum,kärlväxt,Art,2,Urban miljö (U) - Stor betydelse,VU,D1
231999,timmersågsfibbla,Hieracium serratoellipticum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",CR,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
232001,,Hieracium silboënse,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,D1
232002,blek hällfibbla,Hieracium siliginellum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v)"
232003,,Hieracium siliginosum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,VU,D1
232004,dalafibbla,Hieracium siljense,kärlväxt,Art,5,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,"B2ab(ii,iii,iv,v)"
231418,sillrefibbla,Hieracium sillrense,kärlväxt,Art,1,Urban miljö (U) - Stor betydelse,DD,
232005,siltefibbla,Hieracium siltense,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232007,,Hieracium skytteanum,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232008,gästrikefibbla,Hieracium solanum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); D1"
232009,däldfibbla,Hieracium soleifolium,kärlväxt,Art,41,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,"B2ab(ii,iii,iv,v)"
232010,,Hieracium spaniotrichum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,CR,D
232011,,Hieracium spanocomum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,D1
232012,nordlig sågfibbla,Hieracium spargens,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i); D"
232013,spretfibbla,Hieracium sparsidens,kärlväxt,Art,94,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,"B2ab(ii,iii,iv,v)"
232014,,Hieracium sparsidentiforme,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,D1
232015,,Hieracium sparsifloccum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232016,,Hieracium sparsiguttatum,kärlväxt,Art,4,Urban miljö (U) - Stor betydelse,VU,D1
232017,spegelfibbla,Hieracium speculare,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,D
232018,fåglarpsfibbla,Hieracium speirodon,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232019,,Hieracium sphenoides,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232020,sandnäsfibbla,Hieracium sphenophyllum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232021,,Hieracium spodiocladum,kärlväxt,Art,4,Urban miljö (U) - Stor betydelse,EN,D
232022,,Hieracium spodiolepis,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,EN,D
231421,ydrefibbla,Hieracium spodoleucum,kärlväxt,Art,28,Skog (S) - Stor betydelse,VU,"B2ab(ii,iii,iv,v); D1"
231422,,Hieracium staticoides,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232023,grängesbergsfibbla,Hieracium steenhoffii,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",CR,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
6033371,älvfibbla,Hieracium stellans,kärlväxt,Art,0,Jordbrukslandskap (J) - Stor betydelse,DD,
232025,liten skuggfibbla,Hieracium steloides,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
231423,grovtandad glandelfibbla,Hieracium stenocoloides,kärlväxt,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,D
231424,myckelbergsfibbla,Hieracium stenocolum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232026,,Hieracium stenocranoides,kärlväxt,Art,8,Urban miljö (U) - Stor betydelse,NT,B2a
232027,,Hieracium stenogrammum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232028,,Hieracium stenolepidoides,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232030,rambutanfibbla,Hieracium stenolomoides,kärlväxt,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
232033,,Hieracium stenotrichum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231425,mörk gnejsfibbla,Hieracium stibeophyllum,kärlväxt,Art,2,Skog (S) - Stor betydelse,VU,"B2ab(ii,iii,iv,v)"
232038,,Hieracium strengnense,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,NT,B2a
231427,,Hieracium striatisquameum,kärlväxt,Art,10,Urban miljö (U) - Stor betydelse,NT,B1a+2a; D1
232039,,Hieracium strictipes,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,EN,D
231428,,Hieracium strimaënse,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232040,stymnofibbla,Hieracium stymnophytum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); D1"
232041,borgsjöfibbla,Hieracium subacuens,kärlväxt,Art,15,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D"
231430,söderhamnsfibbla,Hieracium subanfractum,kärlväxt,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232042,,Hieracium subausterum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
267059,,Hieracium subaustrinum,kärlväxt,Art,0,Skog (S) - Stor betydelse,VU,D1
232043,hårlös krattfibbla,Hieracium subchristianense,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B2ab(ii,iii,iv,v); D"
232044,höglandsfibbla,Hieracium subciliatum,kärlväxt,Art,17,Skog (S) - Stor betydelse,VU,"B2ab(ii,iii,iv,v); C2a(i)"
232046,järvfibbla,Hieracium subcrassiforme,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,D1
232047,mårdfibbla,Hieracium subcrassum,kärlväxt,Art,18,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); C2a(i)"
231433,,Hieracium subedentatum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,RE,
231434,ellipsfibbla,Hieracium subedentulum,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,D1
267090,,Hieracium subglaucellum,kärlväxt,Art,0,Jordbrukslandskap (J) - Stor betydelse,DD,
231435,styv glandelfibbla,Hieracium subglaucovirens,kärlväxt,Art,16,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); C2a(i)"
232048,lillfjätsfibbla,Hieracium subhastatum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B2ab(ii,iii,iv,v); D"
232049,,Hieracium subhorizontale,kärlväxt,Art,5,Urban miljö (U) - Stor betydelse,VU,D1
231436,,Hieracium subinquilinum,kärlväxt,Art,5,Urban miljö (U) - Stor betydelse,VU,D1
232050,småtandad fibbla,Hieracium subintegratum,kärlväxt,Art,15,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
267060,,Hieracium sublestum,kärlväxt,Art,0,Jordbrukslandskap (J) - Stor betydelse,DD,
232052,mörkstiftig hällfibbla,Hieracium sublividum,kärlväxt,Art,31,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v)"
232053,,Hieracium submammatidens,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231439,viklaufibbla,Hieracium submetaliceps,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
231440,fleringefibbla,Hieracium subnaevosum,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",EN,D
231441,åbyfibbla,Hieracium subnitidum,kärlväxt,Art,48,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B2ab(ii,iii,iv,v); D"
232054,,Hieracium subphalarograptum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231443,smal randfibbla,Hieracium subpilulatum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232055,krusbärsfibbla,Hieracium subplacerum,kärlväxt,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B2ab(ii,iii,iv,v); C2a(i)"
232056,marstrandsfibbla,Hieracium subplumuligerum,kärlväxt,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv); D1"
231444,smal guldkornsfibbla,Hieracium subpunctillatum,kärlväxt,Art,50,Skog (S) - Stor betydelse,NT,"B2ab(ii,iii,iv,v)"
231155,,Hieracium subpunctilliferum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
251899,småländsk rufsfibbla,Hieracium subramosum,kärlväxt,Art,7,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); D1"
232057,,Hieracium subrivoënse,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
267061,,Hieracium subsilvaticum,kärlväxt,Art,0,Jordbrukslandskap (J) - Stor betydelse,DD,
232058,hullingfibbla,Hieracium subsparsidens,kärlväxt,Art,21,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231446,hallandsfibbla,Hieracium subterdentatum,kärlväxt,Art,6,Skog (S) - Stor betydelse,VU,"B2ab(ii,iii,iv,v); D1"
232060,lofibbla,Hieracium subterscissum,kärlväxt,Art,20,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); C2a(i)"
232063,,Hieracium subulatum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232064,narrtallfibbla,Hieracium subulicuspis,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); D1"
231447,,Hieracium subverniferum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232066,isfibbla,Hieracium subviridans,kärlväxt,Art,10,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,B2a
232067,tjockbladig fibbla,Hieracium succulentifolium,kärlväxt,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",CR,C2a(i)
232068,sörmlandsfibbla,Hieracium sudermannicum,kärlväxt,Art,8,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v)"
231448,,Hieracium suppressum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231449,,Hieracium suriforme,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); D1"
266120,svanlundsfibbla,Hieracium svanlundii,kärlväxt,Art,8,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse",EN,C2a(i)
231450,,Hieracium symmetricum,kärlväxt,Art,1,Urban miljö (U) - Stor betydelse,EN,D
231451,bandklibbfibbla,Hieracium taeniifolium,kärlväxt,Art,12,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v)"
232071,mörkhårig hällfibbla,Hieracium tanaodeirum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232073,långfibbla,Hieracium tenebricosum,kärlväxt,Art,98,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,"B2ab(ii,iii,iv,v)"
232074,,Hieracium tenuidens,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232076,,Hieracium tephrinum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232080,rödtoppad fibbla,Hieracium tincticuspis,kärlväxt,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B2ab(ii,iii,iv,v); C2a(i)"
232081,rödnervig fibbla,Hieracium tinctinervum,kärlväxt,Art,3,Urban miljö (U) - Stor betydelse,VU,D1
231453,tjälderfibbla,Hieracium tjaelderense,kärlväxt,Art,1,Urban miljö (U) - Stor betydelse,EN,D
231454,salemfibbla,Hieracium toerense,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",CR,"B2ab(ii,iii,iv,v); C2a(i)"
231456,kalfibbla,Hieracium trachlosimum,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
251900,transtrandsfibbla,Hieracium transtrandense,kärlväxt,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
232084,hårlös triangelfibbla,Hieracium triangulariforme,kärlväxt,Art,16,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232085,,Hieracium tripes,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,D1
232086,,Hieracium tristiceps,kärlväxt,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,D1
231457,,Hieracium tristicolor,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232087,skärklittsfibbla,Hieracium trunciceps,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232088,trumpetfibbla,Hieracium tubaticeps,kärlväxt,Art,16,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B2ab(ii,iii,iv,v); C2a(i)"
232089,tunafibbla,Hieracium tunense,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
231458,snurrfibbla,Hieracium turbiniceps,kärlväxt,Art,12,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,"B2ab(ii,iii,iv,v)"
232090,,Hieracium tytthopogon,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232092,,Hieracium ulotrichum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232094,,Hieracium umbricoliforme,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232095,nordlig veckfibbla,Hieracium uncosum,kärlväxt,Art,6,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232096,stubbfibbla,Hieracium unctiusculum,kärlväxt,Art,22,Skog (S) - Stor betydelse,EN,"B2ab(ii,iii,iv,v)"
232097,,Hieracium undulidens,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232098,,Hieracium unguiculatum,kärlväxt,Art,3,Urban miljö (U) - Stor betydelse,VU,D1
232099,,Hieracium unguiferum,kärlväxt,Art,1,Urban miljö (U) - Stor betydelse,VU,D1
232100,,Hieracium urolepium,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
267062,,Hieracium valdeacutum,kärlväxt,Art,0,Jordbrukslandskap (J) - Stor betydelse,DD,
232103,,Hieracium valdeplicatum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232104,starkfibbla,Hieracium valentius,kärlväxt,Art,54,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v)"
232105,,Hieracium valgescens,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,D1
232106,lövåsfibbla,Hieracium valgidentatum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
231459,klapperfibbla,Hieracium variabile,kärlväxt,Art,7,Skog (S) - Stor betydelse,EN,C2a(i)
231460,östergarnsfibbla,Hieracium varianifolium,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,D
231461,brokfibbla,Hieracium varianum,kärlväxt,Art,26,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232108,,Hieracium variiglandulum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231462,hjärtaredsfibbla,Hieracium vastulum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
232110,ljus veckfibbla,Hieracium venetifolium,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
231463,jungfrufibbla,Hieracium verniferum,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,D1
266287,flaggfibbla,Hieracium vexillatum,kärlväxt,Art,0,Jordbrukslandskap (J) - Stor betydelse,NT,D1
266125,victoriafibbla,Hieracium victoriae,kärlväxt,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse",EN,"B2ab(ii,iii,iv,v); C2a(i)"
232111,kvigfibbla,Hieracium vinaceiforme,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)"
232112,vinfibbla,Hieracium vinaceum,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232113,kraftfibbla,Hieracium viriatum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)"
232114,,Hieracium viridicaniceps,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
232115,,Hieracium vitreicuspis,kärlväxt,Art,1,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,D1
232116,,Hieracium vittatulum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",DD,
231465,kavelfibbla,Hieracium volutiferum,kärlväxt,Art,5,Urban miljö (U) - Stor betydelse,DD,
232109,,Hieracium wendelianum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,EN,D
232117,,Hieracium xenophytum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,DD,
231468,torrfibbla,Hieracium xerampelinum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v); D1"
232118,viggfibbla,Hieracium xystophorum,kärlväxt,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B2ab(ii,iii,iv,v)"
232119,,Hieracium yxnerumense,kärlväxt,Art,11,Urban miljö (U) - Stor betydelse,VU,D1
232120,druvfibbla,Hieracium zonulatiforme,kärlväxt,Art,2,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",VU,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); D1"
232121,zonfibbla,Hieracium zonulatum,kärlväxt,Art,0,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",EN,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv); C2a(i)"
232122,,Hieracium zygophorum,kärlväxt,Art,0,Urban miljö (U) - Stor betydelse,EN,D
776,gulkronill,Hippocrepis emerus,kärlväxt,Art,532,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,"B1ab(iii,v)+2ab(iii,v)"
264450,äkta gulkronill,Hippocrepis emerus subsp. emerus,kärlväxt,Underart,18,"Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse",NT,"B1ab(iii,v)+2ab(iii,v)"
102145,hälleflundra,Hippoglossus hippoglossus,fisk,Art,0,Marin miljö (M) - Stor betydelse,EN,"A2cd; B1ab(iii,v)+2ab(iii,v); C2a(i,ii)"
217800,kamouflageräka,Hippolyte varians,kräftdjur,Art,58,Marin miljö (M) - Stor betydelse,VU,B1ab(iii)
777,ishavshästsvans,Hippuris tetraphylla,kärlväxt,Art,163,"Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse",CR,"B1ab(ii,iii,v)+2ab(ii,iii,v)"
100311,enbandad snabbagge,Hirticollis hispidus,skalbagge,Art,3,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse",VU,B2ab(iii)
240473,,Hirtodrosophila lundstroemi,tvåvinge,Art,14,Skog (S) - Stor betydelse,NT,B2ab(iii)
240474,,Hirtodrosophila oldenbergi,tvåvinge,Art,9,Skog (S) - Stor betydelse,NT,B2ab(iii)
103818,,Hister bissexstriatus,skalbagge,Art,41,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse",VU,B2ab(iii)
103819,,Hister funestus,skalbagge,Art,76,Jordbrukslandskap (J) - Stor betydelse,VU,B2ab(iii)
239178,,Hohenbuehelia longipes,svamp,Art,1,"Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse",DD,
101078,hästlortmal,Holcopogon bubulcellus,fjäril,Art,6,Jordbrukslandskap (J) - Stor betydelse,EN,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)"
201280,arktisk igelkottsspinnare,Holoarctia puengeleri,fjäril,Art,28,Fjäll (F) - Stor betydelse,VU,B1b(iii)c(iv)+2b(iii)c(iv)
778,fågelarv,Holosteum umbellatum,kärlväxt,Art,1950,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,"B2ab(iv,v)"
102179,,Holotrichapion aethiops,skalbagge,Art,316,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse",NT,B2b(iii)
106227,,Holotrichapion ononis,skalbagge,Art,188,"Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse",NT,B2b(iii)
782,skirmossa,Hookeria lucens,mossa,Art,230,"Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse",NT,"B2ab(iii,v)"
101080,fjällig ängsborre,Hoplia philanthus,skalbagge,Art,1,"Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse",EN,B1ab(iii)c(iv)+2ab(iii)c(iv)
103184,klockgnagbi,Hoplitis mitis,stekel,Art,196,Jordbrukslandskap (J) - Stor betydelse,NT,B2b(iii)c(iv)
783,skogskorn,Hordelymus europaeus,kärlväxt,Art,1777,Skog (S) - Stor betydelse,VU,"B2ab(iii,v)"
784,ängskorn,Hordeum secalinum,kärlväxt,Art,202,"Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse",EN,"B1ab(ii,iii,v)c(iv)+2ab(ii,iii,v)c(iv)"
